order_id,order_date,order_customer,item_category,item_vendor,order_item,order_price,order_qty,delivery_date,delivery_address
PO-0158,2022-04-01,Sara Jones,測試及測量,Rohde & Schwarz,RTA4000,289.8,2284,2022-06-25,"835 Cooper Cape Suite 067
Kevinberg, NV 47629"
PO-0159,2021-04-12,Tara Reed,積體電路-IC,Boréas Technologies,BOS1901,249.9,2198,2022-04-15,"543 Ellis Extension Suite 561
Kevinport, KS 48873"
PO-0160,2021-10-10,Scott Davis,嵌入式模組,Innolux,N116BCA,278.25,1862,2022-02-27,"574 Buchanan Underpass
Simonmouth, OR 29503"
PO-0161,2021-08-26,Kelsey Adams,測試及測量,Rohde & Schwarz,RTO2000,249.9,1864,2022-06-01,"66928 Anthony Track
Mistyton, KS 54109"
PO-0162,2021-10-21,Michael Alexander,嵌入式模組,ELATEC,Nano RFID modules (LF or HF),68.25,1252,2022-03-31,"647 Amber Forge
Port Christopher, KS 03933"
PO-0163,2021-12-27,David Caldwell,離散式元件,STMicroelectronics,ST25DV02K-W1,71.4,2516,2022-01-14,"94264 Joseph Place
Lisaton, ND 43536"
PO-0164,2021-07-08,Joshua Carroll,機電產品,Knowles,IA611,211.05,1160,2021-12-01,"81214 Darlene Road
New Tylerfort, MS 93797"
PO-0165,2021-09-21,Heather Reynolds,類比-IC,Silicon Labs,EFR32MG24,269.85,1315,2021-10-26,"PSC 3572, Box 5209
APO AA 61941"
PO-0166,2022-05-05,Elizabeth Molina,嵌入式模組,Silicon Labs,Series 2 Proprietary Wireless 2.4 GHz SoC,300.3,2971,2022-06-01,"14582 Kristen Lock
Pacefort, SC 75208"
PO-0167,2022-02-03,Maria Morales,機電產品,Knowles,SPH1644LM4H-1,158.55,2890,2022-05-28,"52350 Thomas Village Apt. 225
Harthaven, NY 52018"
PO-0168,2021-12-18,Tara Perez,嵌入式模組,USI,WM-N-BM-30,51.45,1418,2022-05-20,"5114 Ibarra Squares Apt. 883
Brooksfort, ID 40035"
PO-0169,2022-02-28,Christina Duncan,微型組件,Silicon Labs,EFM8BB5,53.550000000000004,2513,2022-05-01,"2731 Wong Village
Manningport, TN 47937"
PO-0170,2021-07-04,Jacqueline Rodgers,非光學傳感器,TDK InvenSense,ICM-42688-P,236.25,2518,2021-09-14,"68296 Heather Shoal Suite 948
South Lisa, LA 07648"
PO-0171,2021-07-23,James Hawkins,積體電路-IC,Skyworks,Si5332,300.3,1369,2021-08-20,"35625 Sandra Divide Apt. 222
Port Michael, NM 87890"
PO-0172,2021-11-06,Vicki Jones,嵌入式模組,Silicon Labs,EFR32ZG,286.65000000000003,1184,2021-11-10,"596 Lewis Islands Apt. 390
Troyfurt, NC 04824"
PO-0173,2021-12-10,Cassandra Harvey,測試及測量,Rohde & Schwarz,QAR-K,110.25,1024,2022-05-06,"9446 Margaret Hollow
Randallburgh, ME 86691"
PO-0174,2022-04-22,James Vega,離散式元件,Littelfuse,DSTF40100C,222.60000000000002,1363,2022-05-01,"90643 Olivia Mills
Flowerstown, AL 12589"
PO-0175,2021-11-29,John Thomas,嵌入式模組,Silicon Labs,BGX13S22GA,150.15,1266,2022-02-25,"502 Patrick Mount
North Tylerland, IL 20319"
PO-0176,2021-09-08,Joshua Long,電池,GP,GP Supercell Carbon Zinc AA,122.85000000000001,2755,2022-04-26,"792 Summers Locks Apt. 612
North Brandonside, SC 33905"
PO-0177,2021-05-11,Kelly Pittman,測試及測量,Rohde & Schwarz,QAR-K,110.25,2174,2022-04-02,"7222 Navarro Shoals
Cynthiaview, IA 57052"
PO-0178,2021-04-01,Joanne Santos,離散式元件,Littelfuse,LSIC1MO170E1000 Series,119.7,2402,2021-05-13,"91540 Ronald Track Suite 949
West Coreyville, HI 72765"
PO-0179,2022-01-08,Tanner Bush,非光學傳感器,STMicroelectronics,LIS2DH12,305.55,2608,2022-02-02,"7498 Page Ports
South Andrewfurt, AZ 76285"
PO-0180,2021-10-23,Ann Reed,記憶體,GigaDevice,GD5Fxx,141.75,2499,2022-05-07,"0807 Tanya Springs
East Phillip, AL 68365"
PO-0181,2022-05-20,Jeffrey Hernandez,記憶體,Western Digital (SanDisk),iNAND 7232,162.75,1778,2022-06-16,"USNS Evans
FPO AA 35756"
PO-0182,2022-02-13,Ethan Golden,離散式元件,KEC,MBRD10U200CT,124.95,1322,2022-04-23,"685 Megan Knolls Apt. 966
West Kaylaborough, MO 30767"
PO-0183,2021-12-20,Heidi Skinner,類比-IC,Luxtera,LUX62608 OptoPHYs™,218.4,1461,2022-04-01,"7755 Kimberly Village
Snyderchester, AR 40342"
PO-0184,2021-05-16,Theodore Lopez,微型組件,Marvell,Marvell Avanta,269.85,2219,2022-05-31,"50083 Shields Light
South Tiffanyborough, NY 46371"
PO-0185,2021-11-20,Andrew Hernandez,離散式元件,UnitedSiC,UJ3D,250.95000000000002,1543,2022-01-01,"USNV Coffey
FPO AP 89877"
PO-0186,2021-10-19,Jaclyn Green,微型組件,Marvell,Marvell Avanta,269.85,2121,2021-12-10,"8953 Hubbard Parks
Phillipbury, UT 04775"
PO-0187,2022-01-27,Luis Cantu,微型組件,Marvell,"SATA, SAS, and PCIe expertise enable complete solutions for Enterprise, Datacenter, and Client SSD markets.",265.65000000000003,2989,2022-02-19,"9190 Valencia Stream Apt. 410
Port Jamesfurt, NJ 93270"
PO-0188,2022-03-13,Jesus Williams,類比-IC,Monolithic Power Systems,MP26124,156.45000000000002,1100,2022-04-27,"99084 Dylan Shoal
East Melissaburgh, UT 30936"
PO-0189,2022-05-14,Denise Bowman,積體電路-IC,MegaChips,MCDP28x0,82.95,1859,2022-06-10,"87425 Roberts Manor Apt. 913
Diamondside, MI 94158"
PO-0190,2021-04-26,Christine Nichols,離散式元件,UnitedSiC,"UJ3C, UF3C, UF3SC",291.90000000000003,1365,2021-12-16,"418 Jill Ports
North Jenniferside, ND 25651"
PO-0191,2021-10-07,Laura Bailey,類比-IC,Monolithic Power Systems,MP2330C,157.5,1093,2022-02-13,"048 Heidi Mills Apt. 018
North Karenberg, CO 11531"
PO-0192,2021-06-13,Sarah Lambert,光電產品,ams OSRAM,TCS3430,100.80000000000001,1050,2022-05-24,"2590 Justin Groves Apt. 731
Port Sergio, TN 52509"
PO-0193,2021-04-25,Deborah Gomez,嵌入式模組,Silicon Labs,RS9116N-SB00-B00,232.05,2173,2021-09-10,"PSC 2838, Box 8645
APO AP 43258"
PO-0194,2022-02-23,Sarah Cruz,積體電路-IC,Boréas Technologies,BOS1901,249.9,1374,2022-06-11,"65952 Stanley Run
Lisaland, KS 46596"
PO-0195,2021-12-16,Steven Arnold,嵌入式模組,Innolux,N116BCA,278.25,2593,2022-01-16,"7906 Gary Plaza
Avilaberg, NC 03405"
PO-0196,2021-08-02,Tammy Hart,光電產品,Sony Semiconductor,"ISX019, IMX290, IMX224, IMX390, IMX490",292.95,2601,2022-03-24,"40404 Joseph Walk Apt. 061
Joelmouth, IA 63796"
PO-0197,2022-03-11,Eric Bates,微型組件,Marvell,88SS1092,198.45000000000002,1175,2022-05-04,"045 Douglas Ville
West Lindseyview, OR 86212"
PO-0198,2021-12-03,Sherri Guzman,類比-IC,Marvell,98DX325x,168.0,1936,2022-04-16,"785 Cynthia Spurs
Sarahton, WV 73834"
PO-0199,2022-04-24,Jennifer Rivera,類比-IC,AXElite,AX3701,310.8,1898,2022-05-18,"Unit 3192 Box 0307
DPO AE 66626"
PO-0200,2021-10-19,Kevin Livingston,微型組件,Silicon Labs,EFM8BB5,53.550000000000004,2478,2022-04-06,"41183 Matthews Track
North Donaldfurt, IA 26595"
PO-0201,2022-02-13,Darlene Marsh,光電產品,ams OSRAM,SFH203FA,51.45,2574,2022-06-08,"28313 Garcia Wall
Lake Cheyenne, NJ 34798"
PO-0202,2021-09-14,Ariel Sims,類比-IC,Littelfuse,SZ1SMB Series,218.4,2403,2022-06-21,"119 Thomas Ports Suite 015
North Brittany, NE 34767"
PO-0203,2021-05-04,David Wolf,類比-IC,STMicroelectronics,Automotive Analog and Power,259.35,2632,2022-04-11,"761 Judy Club
New Kevinberg, AR 31821"
PO-0204,2022-04-06,Mr. Matthew Trevino,離散式元件,ROHM,"SCTXXXX series, SCHXXXX series",238.35000000000002,1225,2022-04-15,"99769 Amanda Club
West Monicabury, SC 68214"
PO-0205,2022-03-10,Sandra Carpenter,測試及測量,Rohde & Schwarz,EMC-SET EMC Precompliance Set,240.45000000000002,2940,2022-04-27,"8339 Brian Landing Suite 484
Angelaborough, KY 95617"
PO-0206,2021-08-07,Danielle Costa,測試及測量,Rohde & Schwarz,HMC8015,19.95,1359,2021-12-25,"2701 Eric Islands Apt. 096
North Kaylaland, VT 19650"
PO-0207,2021-07-30,Michael Tran,電池,GP,CR2025,99.75,1999,2022-05-30,"21267 Nelson Mountains
East Stephaniemouth, ME 58751"
PO-0208,2022-04-20,Autumn Arellano,類比-IC,Torex Semiconductor,XBP06V0U25R,213.15,1597,2022-06-20,"33346 Weaver Drive Apt. 651
North Maryview, DC 90936"
PO-0209,2021-06-23,Melody Prince,嵌入式模組,Thales,EXS82-W,160.65,2277,2021-11-29,"310 Rangel Flats Suite 825
New Nathan, VT 69563"
PO-0210,2021-08-19,Keith Clark,嵌入式模組,Silicon Labs,RS9116N-SB00-B00,232.05,1330,2021-12-10,"265 John Circles
Vegaborough, NY 77242"
PO-0211,2022-05-19,Tyler Stephens,類比-IC,ROHM,BU18TD3WG,123.9,2919,2022-06-17,"3687 Callahan Road
Mendozatown, MA 25425"
PO-0212,2021-09-12,Tyler Padilla,積體電路-IC,MegaChips,STDP4300,55.650000000000006,2684,2022-01-10,"51547 Moore Brook
Mathewsfurt, PA 37582"
PO-0213,2021-05-02,Marie Kim,類比-IC,Monolithic Power Systems,MP6516,24.150000000000002,2459,2021-12-30,"1179 Michele Junctions Suite 454
Nicoleshire, ND 60959"
PO-0214,2021-07-12,Kathleen Armstrong,嵌入式模組,Silicon Labs,EFR32ZG,286.65000000000003,2669,2021-11-07,"3000 Mcdaniel Roads Suite 972
North Williambury, NC 71092"
PO-0215,2022-04-28,Billy Bowman,積體電路-IC,Skyworks,Si538x,33.6,2796,2022-05-19,"2378 Patricia Isle Suite 830
South Benjamin, NE 91351"
PO-0216,2021-10-15,Brandon Lopez,嵌入式模組,Silicon Labs,"Z-Wave 500, Z-Wave 700",177.45000000000002,2380,2021-10-22,"7565 Gallagher Coves
Port Steven, MN 93286"
PO-0217,2021-11-12,Alexandra Porter,類比-IC,Marvell,Prestera 98CX8129,19.95,1156,2022-03-15,"PSC 8301, Box 9766
APO AE 59811"
PO-0218,2022-01-07,Kelly Hawkins,嵌入式模組,Thales,ELS31,180.6,2374,2022-07-01,"5966 Roberts Cove Suite 934
Jasminemouth, MI 29224"
PO-0219,2021-11-21,Dawn Stark,光電產品,ams OSRAM,SFH 4725AS A01,76.65,2839,2022-05-30,"USNS Wagner
FPO AE 10298"
PO-0220,2022-03-20,David Collins,非光學傳感器,ams OSRAM,AS6200C,173.25,1931,2022-05-09,"PSC 8422, Box 4989
APO AA 58416"
PO-0221,2021-09-16,Jimmy Turner,類比-IC,Celeno,CL8066,109.2,1281,2021-11-12,"4326 Fitzgerald Common
Lake Jerry, AL 71444"
PO-0222,2022-03-07,Matthew Tran,測試及測量,Rohde & Schwarz,RTO2000,249.9,2823,2022-03-23,"5864 Santos Lodge
New Jonathan, KY 67469"
PO-0223,2022-02-09,Julia Bell,積體電路-IC,STMicroelectronics,MP23ABS1,78.75,1365,2022-02-15,"264 Robertson Trafficway Apt. 356
East Sara, UT 65580"
PO-0224,2021-11-30,Benjamin Edwards,光電產品,LUXSHARE ICT,"SFP,QSFP,OSFP",236.25,1054,2022-03-13,"9436 Chelsea Ville Suite 177
South Michelleport, CO 07310"
PO-0225,2022-04-13,Tina Jones,類比-IC,Littelfuse,HE3300,282.45,1836,2022-05-26,"PSC 4897, Box 6467
APO AA 49604"
PO-0226,2021-08-16,Jessica Walters,非光學傳感器,Renesas,ZMOD4410,157.5,2801,2022-03-18,"501 Woodard Garden
East James, OR 36577"
PO-0227,2021-11-01,Michael Thomas,測試及測量,Rohde & Schwarz,QAR-K,110.25,1830,2022-03-01,"3889 Deleon Lane Apt. 659
Lake Katie, TX 02897"
PO-0228,2021-07-10,Amanda Johnson,嵌入式模組,Hannstar,HSD050GDW1-B00-P,50.400000000000006,1694,2021-10-14,"681 Sampson Fords Suite 892
Olsenbury, TX 46928"
PO-0229,2021-09-30,Logan Garrett,積體電路-IC,Lattice,實現可編程系統控制的硬體安全方案,127.05000000000001,1001,2022-01-26,"404 Castillo Expressway Apt. 129
Lake Kristophermouth, MS 82137"
PO-0230,2021-06-01,James Morales,光電產品,ams OSRAM,Photodiode & Phototransistor,28.35,2729,2022-05-14,"113 William Extension Apt. 976
Fischerstad, PA 28026"
PO-0231,2021-12-20,Andrew Taylor PhD,嵌入式模組,Silicon Labs,"Z-Wave 500, Z-Wave 700",177.45000000000002,1813,2022-02-03,"5756 Lance Valley Apt. 912
East Kellybury, NH 85281"
PO-0232,2021-09-02,Ashley Olson,非光學傳感器,ams OSRAM,AS7026,102.9,2150,2022-05-03,"USS Smith
FPO AA 06500"
PO-0233,2022-03-11,Ruth Baker,微型組件,Synaptics,"CX22721, CX20921, CX20924",119.7,1590,2022-06-05,"874 Latoya Drive Suite 743
New Christopher, IA 96944"
PO-0234,2022-04-30,Jonathan Curtis,電池,GP,GP Supercell Carbon Zinc AA,122.85000000000001,2201,2022-05-19,"PSC 0926, Box 4495
APO AE 72033"
PO-0235,2021-09-23,Kerry Watkins,非光學傳感器,STMicroelectronics,LIS25BA,51.45,1429,2021-12-08,"352 Young Mill Suite 394
Port Christopherhaven, MN 09054"
PO-0236,2021-11-25,Elizabeth Jones,嵌入式模組,ELATEC,TWN4 Family (HF and LF),54.6,2840,2022-02-21,"1174 Moran Corners Suite 784
West Suzanneshire, OK 28745"
PO-0237,2021-08-29,Brandon King,光電產品,ams OSRAM,TMD3702VC,128.1,1622,2022-02-24,"8674 George Trace Apt. 435
Port Samuel, VT 70143"
PO-0238,2021-05-10,Edward Flores,電池,GP,Mini-Lithium Series,236.25,1071,2021-10-17,"883 Lewis Parks Suite 691
South Carrie, CA 61511"
PO-0239,2021-04-29,Sonya Thomas,測試及測量,Rohde & Schwarz,RTB2000,147.0,2827,2022-01-14,"5595 Dean River
Micheleborough, HI 67688"
PO-0240,2022-01-01,William Martinez,嵌入式模組,USI,WM-N-BM-30,51.45,2688,2022-04-26,"90159 Benton Mountains
New Andreaberg, MD 22775"
PO-0241,2021-09-27,Donald Johnson,類比-IC,AnDAPT,AnD8400,109.2,2088,2022-03-21,"18806 Rodriguez Valley Apt. 434
Stephaniestad, RI 23119"
PO-0242,2021-08-08,John Blevins,軟體類,Cyberlink,000,52.5,1074,2022-06-23,"22424 Kyle Mountains Apt. 336
Bethmouth, SD 54844"
PO-0243,2021-12-06,Julie Barnes,類比-IC,Monolithic Power Systems,MP3416,42.0,2761,2022-04-10,"77398 Erin Lodge Apt. 683
New Nathanchester, MS 06721"
PO-0244,2021-12-28,Kathleen Kirk,嵌入式模組,Summit Wireless,Summit SWS997SD Rx Module,308.7,1142,2022-06-29,"PSC 7863, Box 6959
APO AP 51881"
PO-0245,2021-08-17,Karen Fox,記憶體,Western Digital (SanDisk),iNAND 7250,130.20000000000002,2269,2021-08-21,"7396 Kenneth Rest
Port Brad, AK 39613"
PO-0246,2021-10-13,Rose Baker,離散式元件,STMicroelectronics,ST25DV02K-W1,71.4,1528,2021-11-27,"36930 Ann Lodge Suite 168
East Jenniferfort, NY 48804"
PO-0247,2022-01-04,Angela Aguirre DDS,嵌入式模組,USI,WM-BN-BM26_A,18.900000000000002,1443,2022-06-05,"73607 Carter Wells Suite 692
South Stacyside, OR 08242"
PO-0248,2021-05-23,Kevin Meyers,測試及測量,Rohde & Schwarz,NGP800,138.6,1133,2021-06-04,"USNS Williams
FPO AE 35003"
PO-0249,2021-07-06,Patty Harris,嵌入式模組,Thales,PLS8,64.05,1562,2021-11-24,"33638 Bonnie Ford Suite 731
Stevensonhaven, KY 36489"
PO-0250,2021-06-19,Lisa Anderson,被動元件,Skyworks,Si54x Ultra Series™,211.05,1123,2021-10-06,"12039 Mark Isle Apt. 635
Brucefort, OK 52777"
PO-0251,2021-09-27,Mary Lopez,記憶體,STMicroelectronics,Memories,297.15000000000003,2668,2022-06-18,"22676 Stephens Grove Apt. 810
Lake Donna, NV 58974"
PO-0252,2021-07-29,Oscar Mcintyre,類比-IC,Marvell,98DX325x,168.0,2776,2021-08-22,"65504 Smith Turnpike
New Josephtown, RI 56116"
PO-0253,2021-04-06,Christopher Rodriguez,類比-IC,STMicroelectronics,BlueNRG-1,142.8,2575,2021-04-21,"0290 John Ranch Suite 986
Curryport, NC 93621"
PO-0254,2022-03-17,Suzanne Bennett,類比-IC,Silicon Labs,EFR32MG24,269.85,2215,2022-03-30,"81641 Martinez Roads
Campbellberg, AK 09043"
PO-0255,2021-08-12,Melissa Ruiz,離散式元件,Littelfuse,DSTF40100C,222.60000000000002,1375,2022-05-18,"14554 Alvarez Prairie
Port Dawnshire, SC 80590"
PO-0256,2022-05-16,Kristie Baird,嵌入式模組,Hannstar,HSD050GDW1-B00-P,50.400000000000006,1314,2022-06-05,"74969 Jackson Cove
Crystalview, AK 93985"
PO-0257,2022-03-11,Joseph Dickerson,嵌入式模組,Silicon Labs,BGX13S22GA,150.15,2469,2022-05-27,"65659 Maxwell Green Suite 088
Port Zoe, OK 14490"
PO-0258,2022-04-09,Dawn Thompson,嵌入式模組,Silicon Labs,EFR32ZG,286.65000000000003,1969,2022-04-24,"40646 Nicholas Pass
Georgeside, LA 74419"
PO-0259,2021-09-22,John Contreras,測試及測量,Rohde & Schwarz,ZND Vector Network Analyzers,136.5,2242,2021-10-19,"PSC 7788, Box 9438
APO AE 28627"
PO-0260,2021-11-04,Kristin Jacobs,嵌入式模組,Thales,ELS61,238.35000000000002,1840,2022-02-19,"11745 Nichole Alley Suite 092
New Sharon, UT 12438"
PO-0261,2021-05-30,Steven Carson,積體電路-IC,Astera Labs,"PT4161L, PT5161L",284.55,2152,2021-11-16,"874 Mercado Prairie Suite 617
Owenstown, SD 33422"
PO-0262,2021-11-23,April Dougherty,記憶體,Longsys,eMMC,287.7,2005,2022-03-06,"79094 Susan Extensions
Jamesborough, TX 73102"
PO-0263,2022-05-24,Patrick Ramsey,光電產品,ams OSRAM,SFH4544,107.10000000000001,1097,2022-05-25,"58601 Logan Trail Apt. 033
New Micheletown, NJ 40013"
PO-0264,2022-04-14,Evan Terry,嵌入式模組,Summit Wireless,Summit SWM908SD TX Module,84.0,1710,2022-05-10,"29540 Green Spring Apt. 634
Arroyoside, MN 70736"
PO-0265,2022-03-30,Vanessa Gonzalez,光電產品,ams OSRAM,Photodiode & Phototransistor,28.35,2365,2022-05-13,"1933 Barron Shoal Apt. 758
Michaelview, NJ 12990"
PO-0266,2021-07-07,Stephanie Johnson,離散式元件,KEC,KMA2D4P20SA,227.85000000000002,2436,2021-11-20,"136 Baker Springs Apt. 463
Gonzalezborough, HI 26058"
PO-0267,2022-02-14,Tracy Adams,類比-IC,Torex Semiconductor,XCL series,124.95,1264,2022-06-29,"581 Blankenship Brook
Angelaborough, IL 35952"
PO-0268,2022-01-18,Jessica Robinson,光電產品,ams OSRAM,TSL2540,220.5,1692,2022-03-21,"7595 Williamson Harbors Suite 228
Randyborough, MD 36234"
PO-0269,2021-12-03,Mrs. Sharon Nolan,記憶體,Western Digital (SanDisk),iNAND 7250,130.20000000000002,1293,2022-01-26,"01818 Robert Mountains Suite 149
Coxborough, NV 50699"
PO-0270,2022-02-22,Dr. Jodi Bennett,嵌入式模組,ELATEC,TWN4 Family (HF and LF),54.6,2903,2022-03-06,"47380 Schultz Land
North Melissastad, IN 48566"
PO-0271,2021-09-22,Kimberly Figueroa,微型組件,Credo,CFD60801,171.15,2627,2022-05-12,"017 Robinson Fields
Port Eric, ID 05121"
PO-0272,2021-12-04,Stephanie Booker,光電產品,ams OSRAM,SFH203FA,51.45,2746,2022-05-22,"55040 Barbara Lakes
Karenview, KS 41495"
PO-0273,2021-08-22,Rebecca Hogan,嵌入式模組,poLight,TLens Silver,240.45000000000002,2033,2021-10-23,"0213 Mackenzie Manors
Harrellburgh, GA 66491"
PO-0274,2021-05-07,Sherri Cunningham,離散式元件,Littelfuse,437A Series,47.25,1577,2022-03-06,"05577 Robinson Heights Suite 234
East Benjamintown, WA 34825"
PO-0275,2021-08-07,Adriana Perez,記憶體,Longsys,P800,33.6,2289,2022-06-12,"11161 Misty Summit
Deborahmouth, NH 31800"
PO-0276,2022-03-15,Jennifer Davis,非光學傳感器,Renesas,ZMOD4410,157.5,2472,2022-05-21,"40377 Julie Crest Suite 386
Lake Michaelchester, MA 58344"
PO-0277,2021-12-24,Stephanie Edwards,類比-IC,STMicroelectronics,LD39130S,288.75,2844,2022-05-17,"74585 Casey Freeway Suite 051
East Crystal, VT 30922"
PO-0278,2022-03-07,Becky Moore,類比-IC,Littelfuse,SZ1SMB Series,218.4,2701,2022-04-15,"422 Amy Harbors
East Cheryl, CA 15928"
PO-0279,2021-12-26,David Gonzales,機電產品,Knowles,IA611,211.05,1260,2021-12-30,"94912 Kyle Keys Suite 553
Veronicaburgh, ND 01325"
PO-0280,2021-11-06,Craig Coleman,非光學傳感器,ams OSRAM,AS5600,239.4,2853,2021-12-19,"50873 Silva Mills Suite 908
Lake Danielle, CO 64397"
PO-0281,2022-05-08,Andrew Green,離散式元件,Power Integrations,integrated high-voltage ICs,145.95000000000002,2666,2022-05-21,"1896 Floyd Isle
Harrisbury, KS 07029"
PO-0282,2022-04-22,John Ross,微型組件,FocalTech,Smart Phone Application,114.45,1408,2022-06-24,"3614 Smith Islands Suite 772
New Jerryberg, SC 84288"
PO-0283,2021-04-24,Duane Huber,類比-IC,Injoinic,IP6806,271.95,1283,2021-07-25,"64579 Jordan Tunnel
East Andrew, NJ 65395"
PO-0284,2022-04-23,Melissa Powell,離散式元件,Power Integrations,integrated high-voltage ICs,145.95000000000002,1086,2022-05-30,"84597 Gail Circle Suite 482
Robertsonville, MD 44478"
PO-0285,2022-01-30,Matthew Davis,嵌入式模組,Summit Wireless,LG Innotek (LGIT) WiSA Wireless Audio Tx Dongle,19.95,2846,2022-02-24,"50969 Cortez Neck Apt. 524
Turnerland, UT 37621"
PO-0286,2022-04-30,Nicholas Cunningham,非光學傳感器,ams OSRAM,CCS811,241.5,2484,2022-06-11,"9171 Reyes Village
Smithville, NV 73283"
PO-0287,2022-02-04,Samantha Smith,積體電路-IC,Lattice,實現可編程系統控制的硬體安全方案,127.05000000000001,2427,2022-06-06,"14280 Julia Key Apt. 430
West Whitneychester, RI 11289"
PO-0288,2021-05-18,Seth Gordon,非光學傳感器,Silicon Labs,CPT112S,304.5,1151,2021-10-30,"48254 Turner Mission
Smithberg, LA 39114"
PO-0289,2021-12-08,Priscilla Cook,類比-IC,Torex Semiconductor,XC9282,290.85,2175,2022-05-12,"874 Jeffrey Fort
West Williamland, WI 94889"
PO-0290,2021-12-26,Thomas Hardy,非光學傳感器,STMicroelectronics,LSM6DSR,239.4,1614,2022-03-07,"756 Angela Prairie Apt. 008
Brandonburgh, SD 38878"
PO-0291,2021-08-08,Heather Johnson,類比-IC,Torex Semiconductor,XC9281 / XC9282,13.65,1523,2022-01-31,"316 Johnson Ridges Apt. 978
Port Lindseymouth, ND 01396"
PO-0292,2021-11-13,Kathryn Melendez,類比-IC,ROHM,BUxxSA5WGWZ,97.65,2887,2021-12-06,"PSC 1665, Box 8508
APO AE 94279"
PO-0293,2021-12-11,Justin Griffin,類比-IC,Power Integrations,INN3977CQ/INN3996CQ/INN3947CQ/INN3949CQ,189.0,1647,2022-03-20,"1532 Tanya Manors Apt. 874
Jamesmouth, NV 14121"
PO-0294,2021-05-10,Maria Jones,記憶體,Western Digital (SanDisk),iNAND 7550,238.35000000000002,1501,2021-09-18,"1859 Esparza Stravenue
Lake Brianberg, TN 18999"
PO-0295,2021-09-08,Rachael Riggs,積體電路-IC,Astera Labs,"PT4161L, PT5161L",284.55,1818,2021-11-30,"7158 Darryl Lake Suite 991
East Johnhaven, MO 07632"
PO-0296,2021-11-21,Jasmine Juarez,離散式元件,Littelfuse,DSTF40100C,222.60000000000002,1920,2022-05-11,"Unit 1235 Box 7410
DPO AP 81407"
PO-0297,2021-05-10,Diana Johnson,非光學傳感器,Superior Sensor Technology,ND210 / ND110 / ND120 / ND130 / ND005D,150.15,1240,2022-03-05,"963 Trujillo Trail Apt. 863
Wardland, KS 09562"
PO-0298,2021-06-09,Mr. Ruben Cook MD,嵌入式模組,Summit Wireless,LG Innotek (LGIT) WiSA Wireless Audio Tx Dongle,19.95,1717,2022-03-12,"567 Dorothy Roads
Michaelfurt, IL 47886"
PO-0299,2021-04-19,Nicole Washington,光電產品,Sony Semiconductor,"IMX307LQD/LQR,  IMX335LLN/LQN, IMX412-AACK, IMX323LQN",123.9,1092,2022-01-25,"67989 Ashley Pines
Ellisontown, ND 47644"
PO-0300,2022-05-31,Tammy Schroeder,積體電路-IC,MegaChips,STDP4300,55.650000000000006,1002,2022-06-26,"52535 Mary Flats
Nelsonstad, WV 28119"
PO-0301,2021-09-06,Katrina Nichols,微型組件,FocalTech,Smart Phone Application,114.45,1495,2021-09-29,"2263 Jeffrey Throughway
Lake Dalton, HI 19497"
PO-0302,2021-10-03,Devin Davis,測試及測量,Rohde & Schwarz,RTO2000,249.9,2691,2021-10-11,"64992 Ryan Overpass Apt. 894
Loganview, MO 62017"
PO-0303,2021-05-11,Clinton Duran,類比-IC,Littelfuse,SZ1SMB Series,218.4,2315,2022-01-27,"4278 Michael Mission Suite 272
Gwendolynside, OH 52366"
